"HS, AL, SK",Karvia,"Opetukseen ja varhaiskasvatukseen pitää lisätä resursseja, vaikka se tarkoittaisi kuntalaisille lisää kustannuksia."
"HS, AL, SK",Karvia,"Kunnan pitää neuvotella hyvinvointialueen kanssa sellainen sopimus, että Karviassa säilyy sote-piste ja jokaviikkoinen lääkärin vastaanotto hinnalla millä hyvänsä."
"HS, AL, SK",Karvia,"Kunnan pitää osallistua kustannuksiin, jotta Karviassa säilyy oma vanhainkoti."
"HS, AL, SK",Merikarvia,Kunnan pitää jatkaa sahan alueen ostamisen jälkeenkin aktiivista maanhankintaa teollisuuden tarpeisiin.
"HS, AL, SK",Merikarvia,Jokaisella lapsella pitäisi olla Merikarvian kunnan tarjoama ilmainen harrastusmahdollisuus.
"HS, AL, SK",Merikarvia,Tuorilan kiertoliittymän rakentaminen on tärkeämpää kuin alikulun rakentaminen jalankulkijoille risteyksen kohdalle.
"HS, AL, SK",Merikarvia,"Kunnan on hinnalla millä hyvänsä huolehdittava siitä, että Merikarvialla säilyvät lääkäripalvelut myös jatkossa."
"HS, AL, SK",Merikarvia,Lukion on edelleen toimittava aktiivisesti kansainvälisten opiskelijoiden saamiseksi oppilaitokseen.
"HS, AL, SK",Siikainen,"Kunnan pitää neuvotella hyvinvointialueen kanssa sellainen sopimus, että Siikaisissa on jatkossakin vanhusten ympärivuotisen asumisen yksikkö."
"HS, AL, SK",Siikainen,Jokaisella lapsella pitäisi olla Siikaisten kunnan tarjoama ilmainen harrastusmahdollisuus.
"HS, AL, SK",Siikainen,"Opetukseen ja varhaiskasvatukseen pitää lisätä resursseja, vaikka se tarkoittaisi kuntalaisille lisää kustannuksia."
"HS, AL, SK",Siikainen,"Kunnan pitää hankkiutua eroon tarpeettomista kiinteistöistä, vaikka ne jouduttaisiin myymään alle markkinahinnan."
"HS, AL, SK",Jämijärvi,"Kunnan on huolehdittava siitä, että Jämijärvellä säilyy sote-piste hinnalla millä hyvänsä myös viiden vuoden sopimuskauden jälkeen."
"HS, AL, SK",Jämijärvi,"Kunnan täytyy hankkiutua eroon tarpeettomista kiinteistöistä, vaikka ne jouduttaisiin myymään alle markkinahinnan"
"HS, AL, SK",Jämijärvi,"Kunnan pitää matkailun ja elinvoiman nimissä edistää Jämin hiihtotunnelin avaamista uudelleen, vaikka toimintaa on vaikea saada taloudellisesti kannattavaksi."
"HS, AL, SK",Jämijärvi,Jokaisella lapsella pitäisi olla Jämijärven kunnan tarjoama ilmainen harrastusmahdollisuus.
"HS, AL, SK",Jämijärvi,Kunnan on aloitettava liitosneuvottelut Kankaanpään kanssa.
"HS, AL, SK",Eurajoki,Eurajoen kunnan pitää julistautua kaupungiksi.
"HS, AL, SK",Eurajoki,Neljän kyläkoulun lakkauttaminen oli vasta alkua ja kouluverkkoa pitää supistaa lähivuosina.
"HS, AL, SK",Eurajoki,Eurajoen tulee palauttaa vuorohoitomahdollisuus kouluikäisille.
"HS, AL, SK",Eurajoki,"Eurajoen tuloveroprosenttia ei saa nostaa, vaikka se tarkoittaisi palveluista karsimista."
"HS, AL, SK",Eurajoki,Olkiluotoon pitää voida sijoittaa kaikki kotimaiset ydinjätteet.
"HS, AL, SK",Rauma,Autoilu Vanhan Rauman pääkaduilla tulee kieltää ympärivuotisesti.
"HS, AL, SK",Rauma,Henkilöjunaliikenteen palauttamisen pitää olla Rauman tärkein liikennetavoite.
"HS, AL, SK",Rauma,Rauman saariston saavutettavuutta pitää parantaa rakentamalla kävelysilta Omenapuumaasta Reksaareen.
"HS, AL, SK",Rauma,Rauman pitää järjestää kaupunkiin pysyvä linja-autoasema välittömästi vaikka irrallaan kauppakeskuksen tontin kaavoituksesta.
"HS, AL, SK",Rauma,Rauman kauppatori tarvitsee toripaviljongin.
"HS, AL, SK",Pyhäranta,Kunnan pitää säilyttää kaikki kolme alakoulua vaikka oppilasmäärät laskevat
"HS, AL, SK",Pyhäranta,Pyhärannan pitää perustaa uusi pysyvä kunnanvirasto Rohdaisiin.
"HS, AL, SK",Pyhäranta,Paras keino Pyhärannan vetovoiman kohentamiseksi on mahdollistaa pysyvä asuminen meren rannalla.
"HS, AL, SK",Pyhäranta,Pyhärannan pitää hakeutua kuntaliitokseen tai kuntaliitoksiin naapureidensa kanssa.
"HS, AL, SK",Pyhäranta,Pyhärannassa ei ole kehitetty kaikki alueita tasapuolisesti.
"HS, AL, SK",Arvot,"Jos on pakko valita, on parempi korottaa veroja kuin leikata julkisia palveluita ja sosiaalietuuksia."
"HS, AL, SK",Arvot,"Suuret tuloerot ovat hyväksyttäviä, jotta erot ihmisten lahjakkuudessa ja ahkeruudessa voidaan palkita."
"HS, AL, SK",Arvot,"Valtion pitäisi puuttua nykyistä voimakkaammin markkinoiden toimintaan, jotta talous olisi kaikille reilu."
"HS, AL, SK",Arvot,Suomessa on liian helppo elää sosiaaliturvan varassa.
"HS, AL, SK",Arvot,Valtion ja kuntien omistusta yritystoiminnassa tulisi vähentää.
"HS, AL, SK",Arvot,Suomen muuttuminen aiempaa monikulttuurisemmaksi ja monimuotoisemmaksi on hyvä asia.
"HS, AL, SK",Arvot,Kristilliset arvot ovat hyvä pohja poliittiselle päätöksenteolle.
"HS, AL, SK",Arvot,Sukupuolen moninaisuus pitäisi ottaa huomioon Suomessa nykyistä paremmin.
"HS, AL, SK",Arvot,"Tottelevaisuus ja auktoriteettien kunnioittaminen ovat tärkeimmät arvot, jotka lapsen tulee oppia."
"HS, AL, SK",Arvot,Suomen pitäisi vähentää omia päästöjään riippumatta siitä mitä muut maat tekevät.
"HS, AL, SK",Arvot,Poliitikkojen on asetettava Suomen ja suomalaisten etu kaiken muun edelle.
"HS, AL, SK",Arvot,"Ympäristön etu tulisi asettaa talouskasvun ja työpaikkojen luomisen edelle, jos ne ovat keskenään ristiriidassa."
"HS, AL, SK",Arvot,"Vahva johtaja on Suomelle hyväksi, vaikka hän toimisi sääntöjen rajamailla saadakseen asioita tehtyä."
"HS, AL, SK",Arvot,"Koko Suomi tulee pitää asutettuna, vaikka siitä koituisi kustannuksia."
"HS, AL, SK",Arvot,Suomen kaupungistuminen on hyvä asia.
IS,Liikenne,"Valtion pitää tukea yksityisautoilua harvaan asutuilla alueilla, joilla julkinen liikenne ei toimi."
IS,Liikenne,Polttomoottoriautojen käyttöä kaupunkien keskustoissa pitää rajoittaa.
IS,Liikenne,Ilmastotoimet eivät saa johtaa autoilun hinnan nousuun.
IS,Liikenne,Kotikunnassani pitää kieltää nastarenkaiden käyttö.
IS,Koulut,Koulujen inkluusio on mennyt liian pitkälle. Erityisoppilaita pitäisi opettaa nykyistä enemmän erityisluokilla.
IS,Koulut,Kotikuntani pitää käyttää nykyistä enemmän rahaa kouluruokaan.
IS,Koulut,Koulunuorisotyötä pitää lisätä kiusaamisen vähentämiseksi.
IS,Koulut,Afrikan tähti -peli kuuluu päiväkoteihin ja esikouluihin.
IS,Koulut,"Painotettua opetusta pitää vähentää, jotta koulushoppailu ja koulujen eriytyminen saadaan kuriin."
IS,Koulut,Kouluissa ja päiväkodeissa pitää tarjota vähemmän liharuokaa.
IS,Talous,"Kotikuntani pitää maksaa syntyneestä lapsesta kertaluonteinen vauvaraha, jotta kuntaan saadaan lisää lapsiperheitä."
IS,Talous,Työvoimapalveluiden siirto TE-keskuksilta kunnille parantaa kotikuntani elinvoimaa.
IS,Talous,Itä-Suomea pitää tukea muiden alueiden kustannuksella Venäjän hyökkäyssodan seurausten vuoksi.
IS,Talous,Kuntien tuulivoimasta saamat kiinteistöverotuotot pitää tasata muiden kuntien kesken.
IS,Talous,Kotikunnassani on leikattava ennemmin menoja kuin kiristettävä veroja talouden vakauttamiseksi.
IS,Talous,"Uskon, että kuntani on elinkelpoinen itsenäisenä jatkossakin."
IS,Asuminen,Kotikuntani tulee paikata kassaansa kiinteistöveroluokkien nostolla.
IS,Asuminen,Vanhojen asuntojen purkamisesta pitää maksaa romutuspalkkio.
IS,Asuminen,Paras keino estää slummiutumista on kaavoittaa samalle alueelle omistus- ja vuokra-asuntoja.
IS,Ympäristö,Ympäristö pitää asettaa kotikunnassani talouskasvun ja työpaikkojen edelle.
IS,Ympäristö,"Kuntaani ei pidä rakentaa tuulivoimaa, sillä se rasittaa luontoa ja tuhoaa mökkimaiseman."
IS,Ympäristö,"Susien kaatoluvista pitäisi päättää kunnissa ja kantaa harventaa alueilla, joilla sudet liikkuvat asutuksen lähellä."
IS,Maahanmuutto,Kotikuntani pitää houkutella maahanmuuttajia aktiivisesti.
IS,Maahanmuutto,Maahanmuuttajien kotouttaminen on epäonnistunut kotikunnassani.
IS,Maahanmuutto,Englannin kielen käyttöä kuntapalveluissa ja kouluissa on lisättävä.
IS,Helsinki,Pyöräteihin on käytetty liikaa veronmaksajien rahaa Helsingissä.
IS,Helsinki,Helsingin terveyskeskuksia pitäisi antaa entistä enemmän yksityisten terveysfirmojen pyöritettäviksi.
IS,Helsinki,Poliisihallituksen häiriöindeksin mukaan Helsinki on Suomen suurista kaupungeista kolmanneksi turvattomin. Varon liikkumista kaupungilla yksin iltaisin entistä enemmän.
IS,Espoo,Liityntäliikennettä metroasemille pitää lisätä Espoossa kaupungin tuella.
IS,Espoo,Kauklahdenmetsä on hyvä paikka lähijunien varikolle.
IS,Espoo,Ensi kesänä Espooseen palaavassa puistoruokailussa pitää tarjota lapsille kasvisruokavaihtoehto joka päivä.
IS,Vantaa,Poliisihallituksen häiriöindeksin mukaan Vantaa on Suomen suurista kaupungeista turvattomin. Varon liikkumista kaupungilla yksin iltaisin entistä enemmän.
IS,Vantaa,"Vantaa tukee 1,5 miljoonan euron rahastolla vähävaraisten vantaalaislasten harrastuksia. Vähävaraisten lasten harrastusmahdollisuuksien turvaaminen kuuluu kaupungille."
IS,Vantaa,Vantaan asukkaista jo 25 prosenttia puhuu äidinkielenään muuta kuin suomea tai ruotsia. Maahanmuutto on hyväksi Vantaan elinvoimaisuudelle.
IS,Oulu,Poliisihallituksen häiriöindeksin mukaan Oulu on Suomen suurista kaupungeista neljänneksi turvattomin. Varon liikkumista kaupungilla yksin iltaisin enemmän kuin aikaisemmin.
IS,Oulu,"Oulun valtuustossa on 67 valtuutettua. Koska hyvinvointi- ja sotepalvelut on siirretty hyvinvointialue Pohteelle, valtuuston kokoa tulisi pienentää."
IS,Oulu,Oulun kaupungin johdossa on nähty viime vuosina skandaalinkäryisiä eroja. Kaupungin virka- ja luottamusjohto on pilannut tässä yhteydessä Oulun mainetta muihin kaupunkeihin verrattuna.
IS,Turku,Turku tarvitsee raitiotien.
IS,Turku,Poliisihallituksen häiriöindeksin mukaan Turku on Suomen suurista kaupungeista toiseksi turvattomin. Varon liikkumista kaupungilla yksin iltaisin enemmän kuin aikaisemmin.
IS,Turku,Logomo on riittävä väliaikainen ratkaisu asemapalveluiden tarjoamiseen uuden asemarakennuksen valmistumiseen asti kesällä 2026.
IS,Tampere,Poliisihallituksen häiriöindeksin mukaan Tampere on Suomen suurista kaupungeista viidenneksi turvattomin. Varon liikkumista kaupungilla yksin iltaisin entistä enemmän.
IS,Tampere,Huumekauppa ja muu häiriökäyttäytyminen on heikentänyt turvallisuuden tunnetta Tampereen keskustassa. Asiaan on puututtava nykyistä selvästi tehokkaammin.
IS,Tampere,"Raitiotieverkon rakentamista on jatkettava Tampereen seudulla yleissuunnitelman mukaisesti Pirkkalaan, Ylöjärvelle ja Kangasalle."
IS,Jyväskylä,Jyväskylän kävelykatu pitää kattaa keskustan elävöittämiseksi.
IS,Jyväskylä,Jyväskylään on vuosikymmenten jahkailun jälkeen rakennettava vihdoin musiikkitalo.
IS,Jyväskylä,Tulevalla valtuustokaudella Jyväskylästä ei saa lopettaa yhtään pientä koulua.
IL,Arvot,"Ei haittaa, että jotkut ryhmät ovat yhteiskunnassa paremmassa taloudellisessa asemassa kuin toiset."
IL,Arvot,"Jos rahat meinaavat loppua, mieluummin nostetaan veroja kuin karsitaan palveluita."
IL,Arvot,Sukupuolia on enemmän kuin kaksi.
IL,Arvot,Kristillisen kulttuuriperintömme pitää näkyä kouluissa nykyistä enemmän.
IL,Arvot,"Keskustelu siitä, että tyttöjä ei saa kutsua tytöiksi ja poikia pojiksi, vain sekoittaa lasten päät."
IL,Arvot,Suomessa on liian helppo elää sosiaaliturvalla.
IL,Arvot,"Suomen puolustukseen on laitettava lisää rahaa, vaikka se tapahtuisi muiden palveluiden kustannuksella."
IL,Arvot,"Ilmastotavoitteita voidaan sivuuttaa, jos sillä saadaan bensan hintaa alas."
IL,Arvot,"On oikein, että kansalaiset ovat itse aiempaa enemmän vastuussa julkisten palveluidensa maksamisesta ja läheistensä hoivasta."
IL,Arvot,Mitään ei saa enää sanoa.
IL,Kuntavaalit,Kunnan järjestämissä ruokailuissa pitää vähentää lihan kulutusta.
IL,Kuntavaalit,Väkivaltaa kouluissa ehkäistään parhaiten lisäämällä kuria ja järjestystä.
IL,Kuntavaalit,Kuntaani saa rakentaa pienydinvoimalan.
IL,Kuntavaalit,Kuntaani voi ottaa lisää pakolaisia ja turvapaikanhakijoita.
IL,Kuntavaalit,"Kulttuurista leikkaaminen on hyväksyttävää, koska on välttämättömämpiäkin rahoituskohteita."
IL,Aluevaalit,Hyvinvointialueiden kannattaa ostaa nykyistä enemmän palveluita yksityisiltä yrityksiltä.
IL,Aluevaalit,Hallitus tekee oikein supistaessaan sairaalaverkkoa esimerkiksi päivystyksiä lakkauttamalla.
IL,Aluevaalit,"Vanhusten ympärivuorokautinen hoiva on väärä paikka leikata, ja säästöt tulisi etsiä jostain muualta."
IL,Aluevaalit,Sosiaali- ja terveysalan henkilöstöpulaa täytyy helpottaa palkkaamalla työntekijöitä ulkomailta.
IL,Aluevaalit,Hyvinvointialueille pitää antaa verotusoikeus.
